SATKER,TGL_DIFF,UP,REALGUP,PAGU,REALISASI,PAGU52,REAL52,PAGU53,REAL53,STATUS
666504,14,1200000,1170000,2445814000,1466597034,215027000,177560000,0,0,1
418508,13,36000000,36000000,9517075000,4932123426,2402640000,946785344,0,0,1
432841,15,300000000,155127820,30567108000,17977715283,15740163000,8415046474,3601445000,2666965759,1
663534,16,120000000,84510110,10976406000,6001231329,5646070000,2455799403,0,0,1
428211,28,90000000,89999827,21486700000,12153060753,9418729000,3837908188,50000000,44760000,1
686250,3,440000000,57217624,47306926000,21653421897,34318902000,12682999448,-,-,1
641656,18,300000000,293582344,75762340000,45345152128,22353253000,10465609693,-,-,1
553099,22,20000000,20000000,2078027000,1140312282,539760000,206926000,40500000,40500000,1
111079,21,50000000,26718967,1580686000,648131331,1570236000,637681331,10450000,10450000,1
641660,18,300000000,299873100,62658628000,36933116382,16322571000,7086995596,0,0,1
406426,18,50000000,37675000,5453958000,3380436224,3514645000,1930522201,100000000,0,1
406402,19,30000000,29911500,9523262000,5786865308,5442466000,3193107308,0,0,1
406402,1,30000000,29950859,9523262000,5786865308,5442466000,3193107308,0,0,1
661228,15,17000000,16820000,1886060000,1052719386,548580000,294020472,37000000,22500000,1
650128,22,7000000,4444684,16235542000,8028971674,540008000,258767753,75000000,47750000,1
673521,28,48000000,43262970,5730457000,2998494493,2615244000,1667803496,0,0,1
402242,15,60000000,59570305,12115493000,6271156153,1580832000,859220111,145000000,144500000,1
641571,22,33000000,31618200,98712647000,36255128982,62870634000,25915364574,30227700000,7155747775,1
662127,28,50000000,26051900,2734647000,1489362492,978242000,485752310,125000000,125000000,1
408819,24,12000000,11969500,1640277000,561019700,1625277000,546019700,15000000,15000000,1
111904,3,15000000,8199850,3075014000,1661570870,905372000,267180826,0,0,1
525296,6,120000000,76524230,13133208000,4818345985,5213049000,1856899470,3027000000,87285026,1
406402,1,30000000,30000000,9523262000,5786865308,5442466000,3193107308,0,0,1
667236,2,60000000,55197000,9016895000,5998999941,5720540000,3719459314,0,0,1
650126,7,6600000,6473679,2668997000,1512774895,723518000,454272491,32000000,31850000,1
440551,11,10000000,9848650,2182420000,1348991294,735930000,471945130,32000000,32000000,1
656595,11,20000000,19591815,3185200000,1765138047,830496000,277964596,0,0,1
119770,5,300000000,261795448,22643393000,15901614712,13075863000,9164909409,109070000,109057500,1
641635,2,600000000,597387500,182191900000,112527740087,47933482000,23800819424,-,-,1
641656,21,300000000,279011250,75762340000,45345152128,22353253000,10465609693,-,-,1
631158,25,36000000,27853189,3065404000,1221196427,2865404000,1214716427,100000000,-,1
119004,27,75000000,57482950,1111575000,611124935,1111575000,611124935,-,-,1
110100,3,400000000,361214748,177628052000,77100017649,177628052000,77100017649,-,-,1
119133,6,102000000,89898926,32323336000,2459927309,32323336000,2459927309,-,-,1
406488,7,30000000,30000000,7723547000,4609175555,4806422000,2444561767,0,0,1
111071,7,500000,500000,573877000,306349779,96600000,57230000,0,0,1
641546,25,72000000,71958000,11130186000,7235681938,3832372000,2570588000,-,-,1
7144,8,24000000,22234000,6427590000,3341669626,1498746000,509444000,7000000,0,1
119072,7,140000000,74915000,3976544000,1140732250,3976544000,1140732250,-,-,1
683589,8,60000000,59970000,18405787000,12085351116,13842184000,9130578565,0,0,1
667215,4,36000000,24448000,5638916000,3734514454,3291859000,1989897346,0,0,1
677598,18,60000000,59698921,281510216000,91636194117,62460118000,28290539234,152571662000,22751235776,1
119028,24,60000000,60000000,1440000000,647901100,1440000000,647901100,-,-,1
418457,28,40000000,21223688,8830120000,4594091420,1625890000,656496889,0,0,1
679482,28,80000000,53135600,16196004000,9254174006,4608362000,1465726595,-,-,1
98991,5,30000000,25414986,5619549000,3153508449,1339370000,879118164,181500000,181325000,1
685695,6,300000000,297608000,575403727000,431286684609,49235629000,27996861450,191300000,191300000,1
425369,13,210000000,171075266,25085746000,17163909588,14975121000,10131211128,1828000000,1424096500,1
414540,8,120000000,106000250,19065522000,8998344901,11350732000,4799106399,1032400000,697045705,1
424239,11,18000000,18000000,5885015000,3653059353,975148000,622599190,120000000,119946000,1
682562,4,120000000,79792425,15958144000,9004325600,5716253000,2414187708,25000000,-,1
111904,28,15000000,11060500,3075014000,1661570870,905372000,267180826,0,0,1
690409,32,120000000,108309687,6843574000,3642189661,3443963000,1745440501,25000000,24600000,1
498092,29,51000000,50364353,126750000000,21456548627,1750000000,666433827,125000000000,20790114800,1
440507,33,10000000,8176850,445901000,220098105,193270000,84885568,0,0,1
119132,14,102000000,100655610,10388165000,5017836635,10388165000,5017836635,-,-,1
402283,14,7000000,4400000,179194000,82554002,179194000,82554002,0,0,1
111805,15,20000000,20000000,4328742000,2508264536,594285000,266524000,61000000,59524000,1
419202,1,60000000,45000000,1833685000,863932958,1833685000,863932958,-,-,1
641567,3,150000000,136932000,27609379000,14817227560,16664508000,8884461733,0,0,1
669254,10,48000000,35898200,15715554000,9735142298,5214803000,3324835251,-,-,1
425369,13,210000000,184656840,25085746000,17163909588,14975121000,10131211128,1828000000,1424096500,1
641600,22,23000000,22998000,3950827000,2269221297,1284695000,830407000,-,-,1
426035,23,11865000,11865000,7507473000,4887711138,1266274000,679694384,160000000,150000000,1
641660,2,300000000,261053000,62658628000,36933116382,16322571000,7086995596,0,0,1
401949,7,30000000,15805955,9669468000,6111115931,998644000,580701515,6210297000,4277485129,1
597516,13,10200000,10200000,2915978000,1456235732,519950000,249050000,35500000,35477000,1
665882,14,300000000,288997326,66628003000,32732247764,14216309000,7574880898,10935404000,2345356100,1
406488,15,30000000,29980261,7723547000,4609175555,4806422000,2444561767,0,0,1
664565,16,60000000,30695000,7075597000,3951218144,4840879000,2517622000,291000000,284225050,1
418399,11,36000000,36000000,8756173000,5813027134,1602707000,1177890551,170020000,100000000,1
406432,11,30000000,29932000,10660867000,2793892361,2861957000,1075157110,5796300000,183401565,1
98984,11,60000000,59737126,5141543000,2711876772,1592832000,999725043,91000000,91000000,1
597502,3,4000000,4000000,1468816000,711318644,525435000,238956000,24165000,15665000,1
654886,4,300000000,239111500,75846139000,46610823617,19774735000,9836935243,0,0,1
402267,14,35000000,34154159,4167870000,2428809727,1215072000,754557943,10000000,9900000,1
574352,17,8000000,8000000,1660611000,886779274,569154000,260613000,28000000,28000000,1
426891,20,80000000,23845750,10551317000,4547315419,6506233000,2443058142,164150000,121623100,1
621729,19,120000000,103643227,6890351000,2836410680,2792827000,1169862707,-,-,1
406381,14,48000000,47819064,14388787000,7831208095,9097740000,4439650999,-,-,1
682914,14,60000000,31917203,1870653000,989775156,1870653000,989775156,0,0,1
656574,15,15000000,14953780,3183354000,1785243641,958506000,300503644,0,0,1
402017,15,6000000,5077000,73905000,31963750,73905000,31963750,0,0,1
683589,3,60000000,59993000,18405787000,12085351116,13842184000,9130578565,0,0,1
418489,21,19900000,19900000,37428801000,20308266290,3747697000,1768104500,107500000,102972820,1
98991,10,30000000,26027675,5619549000,3153508449,1339370000,879118164,181500000,181325000,1
410291,13,90000000,89972054,11506971000,5632371086,6164177000,2461778201,162477000,75185300,1
400944,16,60000000,30100000,8749455000,4696853575,5249427000,2901068378,99028000,67289000,1
679482,17,80000000,47352300,16196004000,9254174006,4608362000,1465726595,-,-,1
99233,23,20000000,18157000,295828000,101421919,295828000,101421919,0,0,1
401944,5,30000000,24892821,29325014000,3238858460,1076688000,635524418,25475636000,880299093,1
678359,11,24000000,15000000,5465228000,3248211791,1638601000,786248000,-,-,1
98970,10,40000000,38204480,6857603000,4279822186,2040923000,1321102522,114000000,79238000,1
98963,15,60000000,45430832,5860182000,3266147268,1810026000,974570597,77500000,77150000,1
666504,20,1200000,1000000,2445814000,1466597034,215027000,177560000,0,0,1
418310,22,54000000,28761200,1722484000,646236555,1708067000,637319755,14417000,8916800,1
403709,23,80000000,68513840,1837647000,842150073,1781487000,800150073,56160000,42000000,1
650829,20,22000000,16128000,11329738000,7433103382,1078933000,559684500,-,-,1
440504,22,28000000,27815000,17556699000,8489077080,1073876000,481965985,104020000,87800000,1
621729,17,120000000,109166011,6890351000,2836410680,2792827000,1169862707,-,-,1
418511,28,2900000,2900000,580042000,305031218,160850000,63468000,0,0,1
666505,30,500000,500000,947573000,651328749,102220000,74550000,0,0,1
666506,30,350000,350000,265024000,159768207,50500000,26600000,0,0,1
99227,31,15000000,11336500,252365000,106857000,252365000,106857000,-,-,1
656511,8,25200000,23723473,2919158000,1411976545,970241000,217826905,0,0,1
418380,9,21900000,21900000,9470931000,6020433089,1729654000,643414800,99500000,50000000,1
656549,9,24000000,23999800,3243423000,1839287387,926384000,263764312,-,-,1
115134,11,200000000,197335696,11462586000,650858599,11462586000,650858599,-,-,1
484121,41,30000000,15332200,286292000,95417925,286292000,95417925,-,-,1
406381,18,48000000,47732800,14388787000,7831208095,9097740000,4439650999,-,-,1
670561,21,15000000,14992330,4815085000,1841574365,3638553000,1153393700,50785000,0,1
650829,21,22000000,17548500,11329738000,7433103382,1078933000,559684500,-,-,1
641482,29,3608400,2405600,10971103000,6172771563,3457160000,1763869032,-,-,1
401946,1,20000000,18316286,30819119000,2354652634,927824000,453537844,27771349000,723693301,1
426421,14,60000000,30330363,3013791000,1583226166,1500935000,731307713,50000000,-,1
401944,17,30000000,15140717,29325014000,3238858460,1076688000,635524418,25475636000,880299093,1
7165,20,48000000,27889500,7242482000,4108090637,1592668000,580927608,7000000,0,1
406488,21,30000000,30000000,7723547000,4609175555,4806422000,2444561767,0,0,1
7229,5,30000000,28956000,5199371000,3120129782,1466700000,562787000,7000000,0,1
418507,5,7000000,7000000,2163892000,1219435442,813776000,462143938,32000000,31925000,1
561541,14,90000000,89918096,10661579000,5486002291,3159928000,1336018942,351462000,-,1
402273,17,42000000,31604822,4938056000,2600145370,1310360000,675725546,10000000,10000000,1
669062,36,24000000,19432000,10651294000,2719668882,8890877000,1843971570,120292000,5232000,0
431142,6,48000000,1536500,9336655000,2503421109,8020096000,1714069624,44115000,20965000,1
402274,28,10000000,5750000,184374000,113548000,184374000,113548000,-,-,1
682900,10,60000000,59874409,1898061000,939509504,1871561000,939509504,26500000,0,1
406375,12,150000000,100275248,24905476000,13835795726,17798052000,9491083070,-,-,1
683593,13,57000000,52261277,15395191000,8407302354,11083905000,5438426266,-,-,1
418513,20,20000000,19927000,5270384000,2691966097,1028161000,495117797,245238000,129038000,1
99228,32,40000000,39555000,641515000,278628221,641515000,278628221,0,0,1
497733,28,42000000,26059406,12824015000,7119264355,7067434000,3564337420,170000000,86836500,1
418380,29,21900000,21900000,9470931000,6020433089,1729654000,643414800,99500000,50000000,1
553104,5,15000000,12264000,3204406000,1939964233,723404000,380689000,153000000,151000000,1
527933,13,60000000,40638500,4060727000,2198384084,2322040000,1203672084,984043000,653728000,1
650829,3,22000000,13900000,11329738000,7433103382,1078933000,559684500,-,-,1
683589,5,60000000,59990065,18405787000,12085351116,13842184000,9130578565,0,0,1
418522,9,6000000,5979100,2268381000,1436940894,780844000,452273395,32000000,32000000,1
424239,9,18000000,17999860,5885015000,3653059353,975148000,622599190,120000000,119946000,1
641592,14,30000000,25842500,34491545000,19943071380,16101341000,9563426857,-,-,1
411146,7,60000000,32801350,4284622000,2295563231,4284622000,2295563231,-,-,1
653700,28,48000000,40200276,13229759000,6360762199,4107610000,1443003664,0,0,1
119770,8,300000000,298906224,22643393000,15901614712,13075863000,9164909409,109070000,109057500,1
406375,10,150000000,149912918,24905476000,13835795726,17798052000,9491083070,-,-,1
418402,10,42000000,37101067,27127625000,15569245202,1003432000,451185472,83900000,78790000,1
656528,6,15000000,10486521,2798960000,1310827417,924315000,262866946,0,0,1
418311,19,60000000,59211517,1728655000,1007213892,1728655000,1007213892,0,0,1
670252,26,18000000,15332823,2933638000,1596727455,845077000,182835259,0,0,1
406539,33,120000000,120000000,8165172000,5473258598,3141555000,2200358525,-,-,0
631158,10,36000000,20104867,3065404000,1221196427,2865404000,1214716427,100000000,-,1
110068,28,300000000,160989200,15009131000,2671691500,15009131000,2671691500,-,-,1
656492,31,30000000,27982678,3373671000,1627001941,944848000,206256339,0,0,1
574366,33,20000000,20000000,5041207000,2796947126,1048172000,496480000,64200000,64200000,0
723010,8,180000000,101622600,174577397000,93879729755,8402188000,3901776113,398040000,397178090,1
537880,2,42000000,22422050,1841932000,871491494,1841932000,871491494,-,-,1
641567,14,150000000,120750000,27609379000,14817227560,16664508000,8884461733,0,0,1
415383,8,60000000,47529453,5127259000,2511611568,2166580000,900166511,46000000,-,1
352639,9,300000000,159124000,28236181000,22099330468,8318106000,4981545550,0,0,1
650127,10,3000000,2800000,8195024000,4058584542,1086060000,541862106,1582500000,423828650,1
418304,24,240000000,182928117,159440424000,60790494477,51227421000,20107484296,104427198000,38406842157,1
641642,7,400000000,383378550,71436952000,43720890118,21787543000,11597314457,0,0,1
237788,7,90000000,73152826,15079783000,8835880280,8091986000,4322898007,761120000,653108000,1
7123,19,30000000,29375321,7922868000,3912402734,1650412000,548595773,7000000,-,1
527933,16,60000000,35835834,4060727000,2198384084,2322040000,1203672084,984043000,653728000,1
119037,19,17000000,15150000,954102000,357655501,954102000,357655501,-,-,1
561541,20,90000000,87463038,10661579000,5486002291,3159928000,1336018942,351462000,-,1
652958,28,60000000,59995870,14537592000,8376667907,9517456000,5204788073,0,0,1
650127,29,3000000,3000000,8195024000,4058584542,1086060000,541862106,1582500000,423828650,1
410291,3,90000000,86839407,11506971000,5632371086,6164177000,2461778201,162477000,75185300,1
641635,6,600000000,576394000,182191900000,112527740087,47933482000,23800819424,-,-,1
420148,12,120000000,98499120,5188256000,1586719362,5063345000,1484749362,124911000,101970000,1
654336,11,48000000,47727400,26907310000,7287890076,19364863000,3649734338,2164703000,-,1
670561,11,15000000,14982785,4815085000,1841574365,3638553000,1153393700,50785000,0,1
418507,3,7000000,6999575,2163892000,1219435442,813776000,462143938,32000000,31925000,1
406463,3,30000000,30000000,5324344000,3355996783,3386083000,2262483772,0,0,1
656528,7,30000000,16670217,2798960000,1310827417,924315000,262866946,0,0,1
406488,10,30000000,29998927,7723547000,4609175555,4806422000,2444561767,0,0,1
248920,11,60000000,44830913,15231078000,7605951441,5818868000,2400998947,797872000,213623644,1
672851,15,15000000,9764950,4405499000,1939111643,2071211000,883098801,676595000,44128050,1
119138,16,34200000,19700000,862800000,614150057,862800000,614150057,-,-,1
119081,8,51000000,45289280,1059608000,746916753,1059608000,746916753,-,-,1
527933,9,60000000,45868075,4060727000,2198384084,2322040000,1203672084,984043000,653728000,1
418369,27,60000000,58769000,32045695000,17029983349,4285310000,1741203000,60434000,42434000,1
440507,27,10000000,8419018,445901000,220098105,193270000,84885568,0,0,1
672969,6,20000000,19507000,3967705000,2307741360,1405737000,869564696,87500000,84250000,1
418401,25,60000000,49206001,10507823000,5223151948,2458465000,1032206841,1613500000,767617200,1
418461,25,2000000,2000000,799841000,454670692,173830000,56646367,0,0,1
650132,28,15000000,12875000,12005750000,5761223396,533406000,233176000,66000000,54618000,1
418419,28,18000000,17798348,1815011000,1043602975,414364000,202757407,34900000,34900000,1
413293,28,180000000,166466609,44302886000,21749905012,23607300000,10390626997,2591141000,1194936200,1
98984,11,60000000,52247834,5141543000,2711876772,1592832000,999725043,91000000,91000000,1
402252,3,5000000,5000000,199500000,174450000,199500000,174450000,0,0,1
650829,3,22000000,15949000,11329738000,7433103382,1078933000,559684500,-,-,1
567481,7,84800000,44423009,7522079000,4027816538,3474679000,1662761948,-,-,1
406402,10,30000000,29954764,9523262000,5786865308,5442466000,3193107308,0,0,1
117134,32,30000000,29726907,6906992000,3219194346,6906992000,3219194346,-,-,0
410574,6,120000000,92835000,12933145000,7153145110,6165714000,3691440715,284993000,0,1
418507,6,7000000,6999696,2163892000,1219435442,813776000,462143938,32000000,31925000,1
449488,7,39000000,38998820,85667342000,49826983987,23741418000,11247204149,53511175000,33448594418,1
431164,21,30000000,29959400,9610679000,3449667358,7658102000,2324548819,34722000,21232000,1
418401,29,60000000,52325571,10507823000,5223151948,2458465000,1032206841,1613500000,767617200,1
418510,7,100000,100000,204683000,104686051,28350000,10508000,0,0,1
656560,10,24000000,23880084,2644398000,1213770350,972493000,275185799,0,0,1
418009,13,75000000,65098000,9905622000,4283235841,9905622000,4283235841,-,-,1
415383,22,60000000,46983358,5127259000,2511611568,2166580000,900166511,46000000,-,1
7151,10,60000000,59922000,9878070000,6352540303,2424734000,1765731509,7000000,7000000,1
664565,14,60000000,54117000,7075597000,3951218144,4840879000,2517622000,291000000,284225050,1
431127,15,100000000,52955856,14423694000,3191369149,12849198000,2362248919,50785000,0,1
449488,2,39000000,34572245,85667342000,49826983987,23741418000,11247204149,53511175000,33448594418,1
417641,5,30600000,20485000,8636007000,4134156493,1864327000,890881041,207000000,-,1
420032,6,4500000,4045000,1195784000,717507895,417440000,201406702,10000000,10000000,1
641660,6,300000000,299971600,62658628000,36933116382,16322571000,7086995596,0,0,1
424220,21,12000000,11580109,6709344000,4784043449,1413630000,669452373,243500000,232500000,1
418510,21,100000,100000,204683000,104686051,28350000,10508000,0,0,1
402236,23,120000000,101621686,12111955000,7709002401,3806393000,2404453920,127000000,116830000,1
111904,8,15000000,13263000,3075014000,1661570870,905372000,267180826,0,0,1
431158,9,30000000,26609855,9763596000,3179806205,7887574000,1968398203,120292000,17494250,1
667236,33,60000000,50996700,9016895000,5998999941,5720540000,3719459314,0,0,0
648209,18,120000000,64738400,19016950000,3542052899,16384297000,2176737293,1100000000,300510000,1
403709,18,80000000,68638490,1837647000,842150073,1781487000,800150073,56160000,42000000,1
7186,9,18000000,18000000,8383238000,4567583772,1627948000,810480852,7000000,-,1
418400,9,30000000,19693999,2040082000,1185909364,846098000,511255037,32000000,31975000,1
682914,12,60000000,39341629,1870653000,989775156,1870653000,989775156,0,0,1
667222,7,30000000,27509141,8235631000,4430398535,3526535000,2134814055,249000000,203821225,1
119006,10,10000000,9930000,382796000,111066808,382796000,111066808,-,-,1
667222,14,30000000,29370700,8235631000,4430398535,3526535000,2134814055,249000000,203821225,1
675102,23,1850000,1850000,1299555000,670298638,433418000,222945580,34000000,34000000,1
431127,27,100000000,65874256,14423694000,3191369149,12849198000,2362248919,50785000,0,1
665307,2,240000000,208287000,44341528000,28453518761,13920948000,7922027979,0,0,1
650829,3,22000000,14379125,11329738000,7433103382,1078933000,559684500,-,-,1
669055,15,30000000,19878834,7560088000,3359492366,6018061000,2698288647,76177000,0,1
408818,29,120000000,114246925,23086115000,11652576075,6079102000,2769935601,4746383000,625875100,1
426066,31,50000000,50000000,6482547000,3515904115,1626912000,647500500,250000000,209950000,1
7172,16,80000000,79999960,8970219000,4962434303,2590098000,1265863939,207000000,7000000,1
536726,20,50000000,44646900,4597383000,3059732881,1328442000,624931400,-,-,1
406494,21,45000000,44825000,9816496000,5450292230,5461321000,2802257227,-,-,1
641499,21,120000000,110217800,24527803000,14943871387,12320657000,6757068900,125000000,124500000,1
111804,15,30000000,24688300,3319375000,1668972650,892655000,259447840,0,0,1
597558,9,15000000,15000000,1733771000,969557773,465470000,243758000,27200000,15000000,1
111079,12,50000000,25420313,1580686000,648131331,1570236000,637681331,10450000,10450000,1
680310,27,10000000,10000000,1638353000,814911387,398764000,193930500,32500000,31650000,1
656581,28,30000000,20941550,3275169000,1739396160,831626000,231169029,-,-,1
420032,28,4500000,4494617,1195784000,717507895,417440000,201406702,10000000,10000000,1
418311,29,60000000,59999929,1728655000,1007213892,1728655000,1007213892,0,0,0
449752,23,120000000,106168727,11329222000,6834322670,3807463000,1666327895,397834000,-,1
418425,14,20000000,14213241,2209540000,1288911129,836436000,464356134,32000000,31975000,1
597537,28,2000000,1997749,1783508000,1013792769,597462000,267419609,83490000,83468500,1
641614,7,60000000,54725000,21315823000,11472119480,10254301000,6022773094,1685949000,212333873,1
682562,7,120000000,67782874,15958144000,9004325600,5716253000,2414187708,25000000,-,1
641681,21,400000000,398530000,74095791000,38697340127,18880388000,9304817820,746000000,323822290,1
426029,24,10300000,10300000,1197897000,696248994,274320000,134586000,0,0,1
418458,26,20000000,16084274,27215866000,14240491132,944486000,395147433,82650000,35138850,1
650829,4,22000000,18160000,11329738000,7433103382,1078933000,559684500,-,-,1
683589,6,60000000,59969500,18405787000,12085351116,13842184000,9130578565,0,0,1
449488,7,39000000,37503222,85667342000,49826983987,23741418000,11247204149,53511175000,33448594418,1
7296,18,60000000,56378700,10151885000,5553843121,2243977000,851705445,207000000,7000000,1
665292,4,393857200,391951100,59020973000,34290731262,17415837000,8190241796,0,0,1
418009,7,75000000,6520000,9905622000,4283235841,9905622000,4283235841,-,-,1
418513,9,20000000,19998000,5270384000,2691966097,1028161000,495117797,245238000,129038000,1
679499,28,90000000,50363500,28999042000,17273609839,15288122000,7979182335,-,-,1
417641,7,30600000,18511000,8636007000,4134156493,1864327000,890881041,207000000,-,1
641635,8,600000000,597160000,182191900000,112527740087,47933482000,23800819424,-,-,1
402638,26,60000000,53067300,3857212000,2607426647,1263012000,836971044,10000000,10000000,1
418356,27,21000000,10963475,2640318000,1465956951,704564000,446356176,30000000,29364000,1
650130,7,15000000,15000000,2214614000,1334739644,765890000,467756000,361730000,321700000,1
408820,12,6000000,5769100,214073000,120138800,214073000,120138800,-,-,1
111714,4,300000000,242403000,43581925000,26547544567,13186783000,7056559554,0,0,1
686250,6,440000000,53458972,47306926000,21653421897,34318902000,12682999448,-,-,1
7186,3,18000000,17955000,8383238000,4567583772,1627948000,810480852,7000000,-,1
7123,6,30000000,26548344,7922868000,3912402734,1650412000,548595773,7000000,-,1
406401,14,72000000,42145130,14625943000,7841315448,10753395000,5423057405,0,0,1
406494,14,45000000,43993141,9816496000,5450292230,5461321000,2802257227,-,-,1
406381,17,48000000,47273187,14388787000,7831208095,9097740000,4439650999,-,-,1
406402,9,30000000,20653600,9523262000,5786865308,5442466000,3193107308,0,0,1
663534,9,120000000,74911004,10976406000,6001231329,5646070000,2455799403,0,0,1
450573,8,120000000,65397672,35832779000,19538731065,9319739000,3960958430,-,-,1
668529,3,45000000,44894090,8911423000,5261476697,5066858000,3365250390,0,0,1
406420,7,51000000,50984364,16445313000,9119246783,12046631000,6161983280,0,0,1
437106,10,48000000,46958245,10114818000,3821261896,1901010000,937396918,4206393000,421212900,1
526750,30,60000000,58758868,7798216000,4420463998,1453061000,785557566,158500000,157950000,0
669062,35,24000000,23512470,10651294000,2719668882,8890877000,1843971570,120292000,5232000,0
440559,5,2000000,1908000,571233000,351392198,142150000,70071500,-,-,1
641677,6,300000000,294726000,75086458000,39912737130,18916054000,9561809119,776608000,481273891,1
402267,14,35000000,30897168,4167870000,2428809727,1215072000,754557943,10000000,9900000,1
7186,14,18000000,17982577,8383238000,4567583772,1627948000,810480852,7000000,-,1
418896,15,18000000,18000000,1260214000,779607577,684778000,405352463,32000000,32000000,1
403847,16,180000000,179587171,208432127000,105191604628,104689881000,46409393786,82236741000,46959734972,1
119234,21,21000000,21000000,22667441000,5379609394,11226131000,2327239394,11441310000,3052370000,1
440504,24,28000000,27911577,17556699000,8489077080,1073876000,481965985,104020000,87800000,1
653699,26,20000000,18398976,2138839000,1257383376,914310000,564116572,32000000,21886000,1
431133,27,30000000,17098899,9804992000,3366152092,7962376000,2397305987,69507000,2780000,1
667215,31,36000000,23592274,5638916000,3734514454,3291859000,1989897346,0,0,1
574352,16,8000000,8000000,1660611000,886779274,569154000,260613000,28000000,28000000,1
553807,17,15000000,15000000,4359937000,2307176184,771904000,353050000,61310000,21310000,1
440553,17,10000000,10000000,28933263000,17163943015,652663000,303479000,111450000,111148000,1
418471,24,15000000,15000000,2978342000,1644570212,543060000,254332000,55000000,30000000,1
238542,14,120000000,119863179,32786632000,15864984843,12286632000,4584907626,690000000,127441776,1
440559,7,2000000,1860000,571233000,351392198,142150000,70071500,-,-,1
641656,8,300000000,294463000,75762340000,45345152128,22353253000,10465609693,-,-,1
553125,8,30000000,19951499,4662277000,2564222928,925706000,428175939,109150000,109102000,1
401944,8,30000000,24859107,29325014000,3238858460,1076688000,635524418,25475636000,880299093,1
401946,8,20000000,15189471,30819119000,2354652634,927824000,453537844,27771349000,723693301,1
418524,13,12000000,10417207,22944286000,14075770574,1395310000,584290133,91500000,67500000,1
665292,13,393857200,382913000,59020973000,34290731262,17415837000,8190241796,0,0,1
670252,20,18000000,9453000,2933638000,1596727455,845077000,182835259,0,0,1
411146,7,60000000,46611962,4284622000,2295563231,4284622000,2295563231,-,-,1
352638,8,300000000,265427664,24745086000,19905662759,8199685000,3140554039,0,0,1
574352,11,8000000,8000000,1660611000,886779274,569154000,260613000,28000000,28000000,1
402282,11,30000000,29614737,4764913000,2858294276,1416282000,806373041,10000000,10000000,1
237788,12,90000000,83151021,15079783000,8835880280,8091986000,4322898007,761120000,653108000,1
418413,6,3000000,2500000,357356000,185620186,187250000,100861500,0,0,1
656492,7,30000000,15381277,3373671000,1627001941,944848000,206256339,0,0,1
634530,1,30000000,18706720,1439194000,814437291,1191434000,691232291,0,0,1
667236,1,60000000,59850000,9016895000,5998999941,5720540000,3719459314,0,0,1
309374,25,7000000,7000000,6220190000,3174630435,1022752000,444932300,73210000,69000000,1
7229,2,30000000,29855000,5199371000,3120129782,1466700000,562787000,7000000,0,1
424239,3,18000000,17996790,5885015000,3653059353,975148000,622599190,120000000,119946000,1
654886,3,300000000,278120600,75846139000,46610823617,19774735000,9836935243,0,0,1
656528,10,15000000,8327500,2798960000,1310827417,924315000,262866946,0,0,1
424220,11,12000000,11198890,6709344000,4784043449,1413630000,669452373,243500000,232500000,1
401945,13,24000000,23968274,25065176000,2780372815,937029000,529973182,22104293000,1080746492,1
401656,16,56250000,56244701,238731394000,100661673256,238596234000,100661673256,135160000,-,1
681510,28,3000000,3000000,448948000,139588723,158530000,76610000,0,0,1
7208,28,100000000,61309150,5031143000,3182672019,1704995000,879078148,7000000,0,1
685695,2,300000000,243594800,575403727000,431286684609,49235629000,27996861450,191300000,191300000,1
680310,13,10000000,8393000,1638353000,814911387,398764000,193930500,32500000,31650000,1
683996,14,60000000,40483047,17621429000,9290892785,13267582000,6270483666,-,-,1
406402,6,30000000,29989000,9523262000,5786865308,5442466000,3193107308,0,0,1
685695,8,300000000,286043680,575403727000,431286684609,49235629000,27996861450,191300000,191300000,1
431142,21,48000000,47961809,9336655000,2503421109,8020096000,1714069624,44115000,20965000,1
632013,31,54000000,53979179,1746355000,1222461302,1213802000,425367231,150000000,150000000,1
613455,45,60000000,31617599,13411319000,5979161279,8189028000,3450179135,1537105000,521700000,0
418429,55,10000000,7000000,573534000,220304052,184810000,68280000,-,-,0
667222,5,30000000,29999988,8235631000,4430398535,3526535000,2134814055,249000000,203821225,1
98970,12,40000000,39913000,6857603000,4279822186,2040923000,1321102522,114000000,79238000,1
406488,12,30000000,30000000,7723547000,4609175555,4806422000,2444561767,0,0,1
666504,13,1200000,1200000,2445814000,1466597034,215027000,177560000,0,0,1
661207,11,7000000,7000000,1839497000,982694625,661570000,306057500,65200000,65200000,1
406463,13,30000000,28172166,5324344000,3355996783,3386083000,2262483772,0,0,1
428258,18,50000000,25002500,5703154000,3824663034,3122175000,2078736463,0,0,1
402282,4,30000000,28894838,4764913000,2858294276,1416282000,806373041,10000000,10000000,1
414540,8,120000000,111080322,19065522000,8998344901,11350732000,4799106399,1032400000,697045705,1
431158,28,30000000,22063600,9763596000,3179806205,7887574000,1968398203,120292000,17494250,1
641677,2,300000000,215344000,75086458000,39912737130,18916054000,9561809119,776608000,481273891,1
641642,3,400000000,214755800,71436952000,43720890118,21787543000,11597314457,0,0,1
406539,17,120000000,120000000,8165172000,5473258598,3141555000,2200358525,-,-,1
406472,15,40200000,39000000,7426480000,3845573800,4560693000,2327830270,0,0,1
686250,2,440000000,36006380,47306926000,21653421897,34318902000,12682999448,-,-,1
